step,epoch,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,val/CER,val/DER,val/IER,val/SER,val/loss
8899,75,,,,,,0.4736250638961792,,,,,
8949,75,,,,,,0.5727388858795166,,,,,
8999,75,,17.480680465698242,5.732475280761719,3.6314384937286377,8.116766929626465,0.5325083136558533,21.9317684173584,5.582631587982178,4.497119903564453,11.852015495300291,0.7718638777732849
9000,76,0.0002784351236186,,,,,,,,,,
9049,76,,,,,,0.4962396025657654,,,,,
9099,76,,,,,,0.6251548528671265,,,,,
9119,76,,17.476716995239258,5.575301647186279,3.657629251480103,8.243786811828613,,22.19760704040528,5.20602560043335,3.566681385040283,13.42490005493164,0.7902325987815857
9120,77,0.0002728649997152,,,,,,,,,,
9149,77,,,,,,0.5554419755935669,,,,,
9199,77,,,,,,0.5245121717453003,,,,,
9239,77,,16.9923038482666,5.586076736450195,3.5799357891082764,7.826290607452393,,20.80194854736328,5.050952434539795,4.120513916015625,11.63048267364502,0.7645801305770874
9240,78,0.0002672836126293,,,,,,,,,,
9249,78,,,,,,0.5776774883270264,,,,,
9299,78,,,,,,0.5506150722503662,,,,,
9349,78,,,,,,0.5795760750770569,,,,,
9359,78,,17.44463539123535,5.588133811950684,3.724042892456055,8.13245964050293,,20.09304428100586,5.538325309753418,3.256535291671753,11.29818344116211,0.7166549563407898
9360,79,0.0002616937854327,,,,,,,,,,
9399,79,,,,,,0.5270051956176758,,,,,
9449,79,,,,,,0.5546878576278687,,,,,
9479,79,,16.850889205932617,5.474442481994629,3.571723222732544,7.804723739624023,,23.726184844970703,4.8072662353515625,6.490917205810547,12.428001403808594,0.784217357635498
9480,80,0.0002560982829891,,,,,,,,,,
9499,80,,,,,,0.5035326480865479,,,,,
9549,80,,,,,,0.5179221630096436,,,,,
9599,80,,15.91895580291748,5.387362480163574,3.2843406200408936,7.247252941131592,0.561845064163208,21.86530876159668,4.56358003616333,4.497119903564453,12.804608345031738,0.7795721292495728
9600,81,0.0002504999865777,,,,,,,,,,
9649,81,,,,,,0.5303019285202026,,,,,
9699,81,,,,,,0.4552873075008392,,,,,
9719,81,,15.71538543701172,5.221049308776856,3.268998146057129,7.225337982177734,,19.937971115112305,5.228178977966309,3.987594127655029,10.722197532653809,0.7220109105110168
9720,82,0.0002449016901664,,,,,,,,,,
9749,82,,,,,,0.4627600908279419,,,,,
9799,82,,,,,,0.4839067161083221,,,,,
9839,82,,15.679801940917969,5.194965839385986,3.343648910522461,7.1411871910095215,,19.982276916503903,4.918032646179199,3.921134233474731,11.143110275268556,0.7300745844841003
9840,83,0.0002393062313785,,,,,,,,,,
9849,83,,,,,,0.4966561496257782,,,,,
9899,83,,,,,,0.5365832448005676,,,,,
9949,83,,,,,,0.4812618494033813,,,,,
9959,83,,15.07282257080078,5.072822093963623,3.1025006771087646,6.897499084472656,,18.74169158935547,4.607886791229248,3.300841808319092,10.832963943481444,0.6932796239852905
9960,84,0.0002337163896299,,,,,,,,,,
9999,84,,,,,,0.465414822101593,,,,,
10049,84,,,,,,0.4835551977157593,,,,,
10079,84,,14.85234260559082,5.334359645843506,3.0700066089630127,6.447976112365723,,19.450597763061523,5.117412567138672,3.3673017024993896,10.9658842086792,0.7384927868843079
10080,85,0.0002281349879922,,,,,,,,,,
10099,85,,,,,,0.4783568084239959,,,,,
10149,85,,,,,,0.5400445461273193,,,,,
10199,85,,15.2456693649292,5.240312576293945,3.3035261631011963,6.701830863952637,0.4862138330936432,19.73859024047852,5.4940185546875,3.4337615966796875,10.810811042785645,0.7382070422172546
10200,86,0.0002225648640887,,,,,,,,,,
10249,86,,,,,,0.4455677568912506,,,,,
10299,86,,,,,,0.5366100072860718,,,,,
10319,86,,14.556944847106934,5.268580913543701,2.9701881408691406,6.318175792694092,,19.73859024047852,4.984492778778076,3.3673017024993896,11.386796951293944,0.7172858119010925
10320,87,0.0002170087973354,,,,,,,,,,
10349,87,,,,,,0.4536930024623871,,,,,
10399,87,,,,,,0.5018983483314514,,,,,
10439,87,,14.364367485046388,5.315752029418945,2.9538071155548096,6.094808101654053,,20.314577102661133,5.4940185546875,3.322995185852051,11.497563362121582,0.7563416957855225
10440,88,0.0002114695962518,,,,,,,,,,
10449,88,,,,,,0.5158495903015137,,,,,
10499,88,,,,,,0.5898717045783997,,,,,
10549,88,,,,,,0.4816086590290069,,,,,
10559,88,,14.39957046508789,5.332562446594238,3.0117828845977783,6.055225372314453,,19.251218795776367,5.117412567138672,2.791315793991089,11.342490196228027,0.7278171181678772
10560,89,0.0002059500548057,,,,,,,,,,
